make,model,variant,year,age,engine_cc,transmission,fuel_type,mileage_km,registered_city,bonnet,roof,trunk,front_left_door,front_right_door,rear_left_door,rear_right_door,front_left_fender,front_right_fender,rear_left_fender,rear_right_fender,pieces_paint_no_putty,pieces_with_putty,pieces_replaced,total_pieces_damaged,seals_intact,accidental,is_total_genuine,price_in_lacs,price_pkr
KIA,Sportage,AWD,2024,0,2000,Automatic,Petrol,5590,Lahore,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,79.3,7930000
KIA,Sportage,AWD,2020,4,2000,Automatic,Petrol,61531,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,65.1,6510000
Suzuki,Swift,GLX CVT,2023,1,1200,Automatic,Petrol,3000,Karachi,touchup_no_putty,genuine,putty,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,putty,2,2,0,4,1,0,0,36.75,3675000
Toyota,Yaris,ATIV X 1.5 CVT,2020,4,1500,Automatic,Petrol,48710,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,46.3,4630000
Toyota,Fortuner,Sigma 4 2.8 Diesel,2018,6,2800,Automatic,Diesel,60666,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,genuine,2,0,0,2,1,0,0,142.8,14280000
Hyundai,Tucson,AWD,2024,0,2000,Automatic,Petrol,7399,Lahore,replaced,putty,touchup_no_putty,replaced,replaced,putty,putty,replaced,replaced,genuine,replaced,1,3,6,10,0,1,0,29.4,2940000
Changan,Karvaan,Plus,2022,2,1000,Manual,Petrol,39133,Multan,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,putty,putty,touchup_no_putty,genuine,2,2,0,4,1,0,0,22.0,2200000
Toyota,Vitz,F 1.0,2016,8,1000,Automatic,Petrol,125996,Rawalpindi,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,genuine,touchup_no_putty,genuine,genuine,genuine,3,0,0,3,1,0,0,19.9,1990000
Suzuki,Every,PA / Join,2019,5,660,Automatic,Petrol,58491,Islamabad,touchup_no_putty,genuine,touchup_no_putty,putty,touchup_no_putty,touchup_no_putty,touchup_no_putty,replaced,touchup_no_putty,putty,putty,6,3,1,10,1,0,0,13.9,1390000
KIA,Stonic,EX+,2021,3,1400,Automatic,Petrol,37734,Peshawar,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,3,0,0,3,1,0,0,41.25,4125000
Honda,Civic,1.8 i-VTEC Oriel (X),2019,5,1800,Automatic,Petrol,57787,Lahore,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,3,0,0,3,1,0,0,42.8,4280000
Honda,Civic,Rebirth 1.8 VTi Oriel,2013,11,1800,Automatic,Petrol,159049,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,20.85,2085000
Toyota,Corolla,GLi 1.3,2018,6,1300,Manual,Petrol,105090,Lahore,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,3,0,0,3,1,0,0,26.05,2605000
Honda,City,Aspire 1.5 Prosmatec,2015,9,1500,Automatic,Petrol,133995,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,25.7,2570000
MG,HS,Exclusive 1.5 Turbo,2021,3,1500,Automatic,Petrol,43780,Rawalpindi,genuine,genuine,genuine,genuine,putty,genuine,touchup_no_putty,putty,genuine,putty,genuine,1,3,0,4,1,0,0,51.25,5125000
Daihatsu,Mira,ES,2018,6,660,Automatic,Petrol,101928,Peshawar,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,genuine,putty,genuine,genuine,genuine,1,1,0,2,1,0,0,18.95,1895000
Toyota,Corolla,GLi 1.3 Automatic,2016,8,1300,Automatic,Petrol,106486,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,25.85,2585000
Changan,Karvaan,Plus,2021,3,1000,Manual,Petrol,56306,Lahore,touchup_no_putty,genuine,putty,putty,touchup_no_putty,putty,putty,touchup_no_putty,replaced,putty,touchup_no_putty,4,5,1,10,1,0,0,16.7,1670000
Toyota,Yaris,ATIV 1.3 CVT,2023,1,1300,Automatic,Petrol,15125,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,1,0,0,1,1,0,0,46.45,4645000
Honda,Civic,Reborn 1.8 Prosmatec,2006,18,1800,Automatic,Petrol,221707,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,putty,genuine,genuine,genuine,0,1,0,1,1,0,0,10.45,1045000
MG,HS,Exclusive 1.5 Turbo,2023,1,1500,Automatic,Petrol,21541,Gujranwala,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,72.0,7200000
KIA,Stonic,EX+,2023,1,1400,Automatic,Petrol,10147,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,1,0,0,1,1,0,0,50.05,5005000
Changan,Alsvin,1.5 Lumiere DCT,2021,3,1500,Automatic,Petrol,66184,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,1,0,0,1,1,0,0,37.3,3730000
Honda,Vezel,Hybrid Z,2017,7,1500,Automatic,Hybrid,82076,Rawalpindi,genuine,genuine,putty,genuine,putty,putty,genuine,genuine,genuine,putty,genuine,0,4,0,4,1,0,0,29.85,2985000
Honda,Civic,RS Turbo 1.5,2018,6,1500,Automatic,Petrol,80254,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,45.0,4500000
Toyota,Fortuner,Sigma 4 2.8 Diesel,2020,4,2800,Automatic,Diesel,39628,Lahore,putty,putty,touchup_no_putty,replaced,touchup_no_putty,touchup_no_putty,putty,genuine,replaced,replaced,replaced,3,3,4,10,0,1,0,56.4,5640000
Toyota,Vitz,F 1.0,2012,12,1000,Automatic,Petrol,118500,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,16.15,1615000
Toyota,Yaris,ATIV X 1.5 CVT,2023,1,1500,Automatic,Petrol,23693,Lahore,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,2,0,0,2,1,0,0,47.2,4720000
Honda,Civic,1.8 i-VTEC Oriel (X),2019,5,1800,Automatic,Petrol,75268,Lahore,touchup_no_putty,touchup_no_putty,putty,touchup_no_putty,touchup_no_putty,putty,putty,touchup_no_putty,touchup_no_putty,putty,touchup_no_putty,7,4,0,11,1,0,0,30.1,3010000
Honda,Civic,RS Turbo 1.5,2020,4,1500,Automatic,Petrol,43208,Multan,putty,genuine,touchup_no_putty,putty,putty,putty,putty,putty,touchup_no_putty,touchup_no_putty,putty,3,7,0,10,1,0,0,33.95,3395000
KIA,Sportage,FWD,2021,3,2000,Automatic,Petrol,32480,Karachi,putty,genuine,putty,putty,putty,putty,putty,replaced,putty,putty,touchup_no_putty,1,8,1,10,1,0,0,31.7,3170000
Toyota,Fortuner,Sigma 4 2.8 Diesel,2019,5,2800,Automatic,Diesel,64949,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,152.0,15200000
Toyota,Prius,1.8 S,2020,4,1800,Automatic,Hybrid,50144,Multan,genuine,genuine,genuine,putty,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,1,1,0,2,1,0,0,38.6,3860000
Suzuki,Swift,GLX CVT,2024,0,1200,Automatic,Petrol,525,Faisalabad,genuine,genuine,touchup_no_putty,genuine,genuine,putty,genuine,genuine,genuine,putty,touchup_no_putty,2,2,0,4,1,0,0,43.45,4345000
Toyota,Corolla,GLi 1.3,2011,13,1300,Manual,Petrol,214414,Gujranwala,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,18.7,1870000
Honda,City,1.5 Aspire CVT (New Shape),2024,0,1500,Automatic,Petrol,1417,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,59.95,5995000
Honda,Civic,Rebirth 1.8 VTi Oriel,2012,12,1800,Automatic,Petrol,144243,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,20.85,2085000
Toyota,Prius,1.8 S,2021,3,1800,Automatic,Hybrid,41608,Peshawar,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,44.85,4485000
Daihatsu,Cuore,CX Eco,2010,14,800,Manual,Petrol,195898,Gujranwala,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,3,0,0,3,1,0,0,5.1,510000
MG,HS,Exclusive 1.5 Turbo,2023,1,1500,Automatic,Petrol,8173,Islamabad,putty,genuine,putty,putty,putty,touchup_no_putty,putty,touchup_no_putty,touchup_no_putty,touchup_no_putty,putty,4,6,0,10,1,0,0,47.3,4730000
Honda,Civic,Rebirth 1.8 VTi Oriel,2013,11,1800,Automatic,Petrol,121547,Rawalpindi,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,genuine,genuine,touchup_no_putty,genuine,3,0,0,3,1,0,0,20.35,2035000
Suzuki,Swift (Old),DLX 1.3,2011,13,1300,Manual,Petrol,189160,Lahore,genuine,genuine,genuine,genuine,genuine,putty,genuine,putty,genuine,putty,putty,0,4,0,4,1,0,0,9.8,980000
Daihatsu,Mira,ES,2020,4,660,Automatic,Petrol,52788,Islamabad,putty,touchup_no_putty,putty,genuine,putty,touchup_no_putty,touchup_no_putty,putty,putty,putty,putty,3,7,0,10,1,0,0,13.9,1390000
Toyota,Hilux,Revo Rocco,2021,3,2800,Automatic,Diesel,55899,Rawalpindi,touchup_no_putty,putty,putty,putty,putty,putty,touchup_no_putty,touchup_no_putty,putty,touchup_no_putty,touchup_no_putty,5,6,0,11,1,0,0,70.85,7085000
KIA,Stonic,EX+,2021,3,1400,Automatic,Petrol,51129,Islamabad,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,46.45,4645000
Suzuki,Wagon R,VXL,2024,0,1000,Manual,Petrol,5629,Islamabad,putty,genuine,putty,putty,putty,touchup_no_putty,putty,touchup_no_putty,touchup_no_putty,putty,putty,3,7,0,10,1,0,0,22.0,2200000
Toyota,Corolla,Altis Grande 1.8,2023,1,1800,Automatic,Petrol,3000,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,touchup_no_putty,genuine,2,0,0,2,1,0,0,68.2,6820000
Toyota,Aqua,Hybrid S,2021,3,1500,Automatic,Hybrid,44402,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,33.75,3375000
Honda,City,i-DSI 1.3,2008,16,1300,Manual,Petrol,203178,Islamabad,putty,genuine,putty,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,1,2,0,3,1,0,0,8.0,800000
Changan,Alsvin,1.5 Lumiere DCT,2022,2,1500,Automatic,Petrol,14580,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,41.9,4190000
Suzuki,Alto,VXL AGS,2024,0,660,Automatic,Petrol,800,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,31.45,3145000
KIA,Sportage,FWD,2019,5,2000,Automatic,Petrol,53582,Lahore,putty,putty,putty,touchup_no_putty,putty,putty,putty,putty,putty,genuine,putty,1,9,0,10,0,1,0,20.25,2025000
Honda,BR-V,i-VTEC S,2020,4,1500,Automatic,Petrol,58158,Faisalabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,36.3,3630000
MG,HS,Exclusive 1.5 Turbo,2022,2,1500,Automatic,Petrol,20610,Islamabad,genuine,genuine,genuine,touchup_no_putty,putty,genuine,putty,genuine,genuine,genuine,genuine,1,2,0,3,1,0,0,57.2,5720000
Hyundai,Sonata,2.5,2024,0,2500,Automatic,Petrol,7598,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,115.25,11525000
Honda,BR-V,i-VTEC S,2024,0,1500,Automatic,Petrol,5866,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,46.85,4685000
Toyota,Corolla,GLi 1.3 Automatic,2020,4,1300,Automatic,Petrol,35711,Lahore,touchup_no_putty,genuine,replaced,touchup_no_putty,touchup_no_putty,putty,putty,touchup_no_putty,putty,putty,touchup_no_putty,5,4,1,10,1,0,0,21.8,2180000
Toyota,Corolla,GLi 1.3 Automatic,2015,9,1300,Automatic,Petrol,146563,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,1,0,0,1,1,0,0,25.45,2545000
Suzuki,Cultus (Old),Euro II,2016,8,1000,Manual,Petrol,122386,Peshawar,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,9.4,940000
Honda,Vezel,Hybrid Z,2015,9,1500,Automatic,Hybrid,148040,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,31.15,3115000
Suzuki,Cultus (Old),Euro II,2011,13,1000,Manual,Petrol,217637,Karachi,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,8.0,800000
Hyundai,Tucson,AWD,2024,0,2000,Automatic,Petrol,5254,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,1,0,0,1,1,0,0,86.85,8685000
Toyota,Corolla,GLi 1.3 Automatic,2020,4,1300,Automatic,Petrol,53951,Rawalpindi,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,3,0,0,3,1,0,0,31.35,3135000
Changan,Alsvin,1.5 Lumiere DCT,2023,1,1500,Automatic,Petrol,3000,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,2,0,0,2,1,0,0,41.45,4145000
Honda,BR-V,i-VTEC S,2023,1,1500,Automatic,Petrol,17562,Faisalabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,44.75,4475000
Suzuki,Alto,VXR,2024,0,660,Manual,Petrol,5148,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,25.8,2580000
Honda,BR-V,i-VTEC S,2023,1,1500,Automatic,Petrol,3000,Islamabad,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,45.6,4560000
Toyota,Corolla,Altis 1.6,2019,5,1600,Automatic,Petrol,73411,Islamabad,genuine,genuine,genuine,genuine,putty,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,2,1,0,3,1,0,0,46.7,4670000
Hyundai,Elantra,GLS 2.0,2021,3,2000,Automatic,Petrol,36408,Lahore,replaced,genuine,touchup_no_putty,touchup_no_putty,touchup_no_putty,touchup_no_putty,putty,putty,putty,putty,putty,4,5,1,10,1,0,0,36.85,3685000
Daihatsu,Cuore,CX Eco,2004,20,800,Manual,Petrol,220269,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,4.7,470000
Honda,BR-V,i-VTEC S,2020,4,1500,Automatic,Petrol,57307,Karachi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,1,0,0,1,1,0,0,33.6,3360000
KIA,Sportage,AWD,2022,2,2000,Automatic,Petrol,20809,Karachi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,68.3,6830000
Suzuki,Every,PA / Join,2021,3,660,Automatic,Petrol,36913,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,20.55,2055000
Suzuki,Cultus,Auto Gear Shift,2022,2,1000,Automatic,Petrol,30269,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,1,0,0,1,1,0,0,38.35,3835000
Honda,City,i-DSI 1.3,2005,19,1300,Manual,Petrol,240702,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,8.0,800000
Honda,Civic,RS Turbo 1.5,2019,5,1500,Automatic,Petrol,60754,Lahore,genuine,genuine,putty,touchup_no_putty,genuine,putty,genuine,genuine,genuine,putty,genuine,1,3,0,4,1,0,0,44.45,4445000
Toyota,Prado,TX 2.7,2016,8,2700,Automatic,Petrol,75931,Karachi,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,172.95,17295000
Toyota,Hilux,Revo Rocco,2019,5,2800,Automatic,Diesel,43200,Lahore,genuine,genuine,putty,genuine,genuine,genuine,genuine,putty,genuine,genuine,genuine,0,2,0,2,1,0,0,125.7,12570000
Toyota,Hilux,Revo Rocco,2021,3,2800,Automatic,Diesel,39585,Faisalabad,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,genuine,genuine,2,0,0,2,1,0,0,141.5,14150000
Toyota,Corolla,GLi 1.3 Automatic,2018,6,1300,Automatic,Petrol,103264,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,1,0,0,1,1,0,0,29.35,2935000
KIA,Stonic,EX+,2023,1,1400,Automatic,Petrol,20708,Rawalpindi,putty,genuine,touchup_no_putty,putty,putty,putty,touchup_no_putty,putty,putty,putty,putty,2,8,0,10,1,0,0,30.55,3055000
Hyundai,Sonata,2.5,2023,1,2500,Automatic,Petrol,19560,Islamabad,putty,genuine,genuine,genuine,putty,putty,genuine,genuine,putty,genuine,genuine,0,4,0,4,1,0,0,80.45,8045000
Honda,Civic,Rebirth 1.8 VTi Oriel,2015,9,1800,Automatic,Petrol,134240,Faisalabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,24.65,2465000
Honda,City,i-DSI 1.3,2006,18,1300,Manual,Petrol,230798,Lahore,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,3,0,0,3,1,0,0,8.0,800000
Suzuki,Cultus (Old),Euro II,2012,12,1000,Manual,Petrol,201951,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,8.0,800000
Suzuki,Cultus,VXL,2022,2,1000,Manual,Petrol,31807,Islamabad,putty,genuine,replaced,touchup_no_putty,replaced,replaced,touchup_no_putty,putty,touchup_no_putty,touchup_no_putty,putty,4,3,3,10,1,0,0,20.3,2030000
Toyota,Corolla,Altis Grande 1.8,2019,5,1800,Automatic,Petrol,73047,Gujranwala,genuine,genuine,genuine,genuine,genuine,genuine,genuine,putty,genuine,putty,genuine,0,2,0,2,1,0,0,54.9,5490000
Suzuki,Mehran,VXR,2018,6,800,Manual,Petrol,66925,Islamabad,putty,genuine,putty,putty,putty,genuine,putty,touchup_no_putty,putty,putty,putty,1,8,0,9,1,0,0,5.0,500000
MG,HS,Exclusive 1.5 Turbo,2023,1,1500,Automatic,Petrol,18637,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,70.65,7065000
Toyota,Prius,1.8 S,2020,4,1800,Automatic,Hybrid,45664,Lahore,touchup_no_putty,genuine,putty,putty,putty,touchup_no_putty,replaced,putty,touchup_no_putty,putty,touchup_no_putty,4,5,1,10,1,0,0,26.8,2680000
Suzuki,Bolan,VX Euro II,2013,11,800,Manual,Petrol,166984,Lahore,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,genuine,3,0,0,3,1,0,0,9.25,925000
Suzuki,Cultus (Old),Euro II,2008,16,1000,Manual,Petrol,269321,Lahore,replaced,genuine,putty,touchup_no_putty,touchup_no_putty,touchup_no_putty,replaced,touchup_no_putty,touchup_no_putty,putty,putty,5,3,2,10,1,0,0,8.0,800000
Toyota,Corolla,GLi 1.3,2016,8,1300,Manual,Petrol,109845,Lahore,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,2,0,0,2,1,0,0,24.35,2435000
Honda,Civic,Rebirth 1.8 VTi Oriel,2013,11,1800,Automatic,Petrol,157553,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,21.25,2125000
Honda,Civic,RS Turbo 1.5,2021,3,1500,Automatic,Petrol,42338,Karachi,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,52.2,5220000
MG,HS,Exclusive 1.5 Turbo,2021,3,1500,Automatic,Petrol,45722,Rawalpindi,touchup_no_putty,genuine,genuine,genuine,genuine,touchup_no_putty,putty,genuine,putty,genuine,genuine,2,2,0,4,1,0,0,58.0,5800000
Honda,City,1.3 i-VTEC,2012,12,1300,Manual,Petrol,166124,Rawalpindi,genuine,genuine,putty,genuine,genuine,genuine,genuine,genuine,putty,genuine,genuine,0,2,0,2,1,0,0,16.15,1615000
Honda,City,i-DSI 1.3,2006,18,1300,Manual,Petrol,185554,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,putty,genuine,touchup_no_putty,genuine,genuine,1,1,0,2,1,0,0,8.0,800000
Suzuki,Mehran,VXR,2014,10,800,Manual,Petrol,138597,Lahore,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,touchup_no_putty,3,0,0,3,1,0,0,5.7,570000
Toyota,Yaris,ATIV X 1.5 CVT,2021,3,1500,Automatic,Petrol,52789,Islamabad,genuine,genuine,genuine,touchup_no_putty,genuine,putty,genuine,putty,genuine,genuine,genuine,1,2,0,3,1,0,0,43.65,4365000
Suzuki,Mehran,VXR,2008,16,800,Manual,Petrol,255368,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,touchup_no_putty,genuine,2,0,0,2,1,0,0,4.3,430000
Toyota,Hilux,Revo Rocco,2020,4,2800,Automatic,Diesel,53709,Rawalpindi,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,2,0,0,2,1,0,0,131.9,13190000
Toyota,Corolla,GLi 1.3,2013,11,1300,Manual,Petrol,179080,Islamabad,putty,genuine,genuine,putty,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,2,0,2,1,0,0,18.45,1845000
Changan,Karvaan,Plus,2020,4,1000,Manual,Petrol,39301,Karachi,putty,genuine,genuine,genuine,genuine,genuine,putty,genuine,touchup_no_putty,touchup_no_putty,genuine,2,2,0,4,1,0,0,18.85,1885000
KIA,Picanto,Automatic,2023,1,1000,Automatic,Petrol,15250,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,32.7,3270000
KIA,Picanto,Automatic,2024,0,1000,Automatic,Petrol,2366,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,34.05,3405000
MG,HS,Exclusive 1.5 Turbo,2021,3,1500,Automatic,Petrol,41345,Karachi,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,genuine,3,0,0,3,1,0,0,55.25,5525000
Honda,BR-V,i-VTEC S,2022,2,1500,Automatic,Petrol,33335,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,42.1,4210000
Nissan,Dayz,Highway Star,2016,8,660,Automatic,Petrol,133497,Karachi,putty,genuine,genuine,touchup_no_putty,putty,genuine,genuine,genuine,putty,genuine,genuine,1,3,0,4,1,0,0,13.9,1390000
Toyota,Yaris,ATIV X 1.5 CVT,2024,0,1500,Automatic,Petrol,5244,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,54.4,5440000
Honda,City,1.5 Aspire CVT (New Shape),2024,0,1500,Automatic,Petrol,566,Karachi,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,touchup_no_putty,genuine,2,0,0,2,1,0,0,51.8,5180000
Nissan,Dayz,Highway Star,2015,9,660,Automatic,Petrol,153052,Rawalpindi,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,touchup_no_putty,genuine,genuine,2,0,0,2,1,0,0,16.45,1645000
Honda,City,1.5 Aspire CVT (New Shape),2023,1,1500,Automatic,Petrol,3000,Karachi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,52.45,5245000
Honda,Civic,Oriel 1.5 Turbo (11th Gen),2023,1,1500,Automatic,Petrol,25872,Faisalabad,genuine,genuine,genuine,putty,genuine,putty,genuine,touchup_no_putty,genuine,genuine,putty,1,3,0,4,1,0,0,70.45,7045000
Suzuki,Swift,GLX CVT,2023,1,1200,Automatic,Petrol,3350,Islamabad,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,3,0,0,3,1,0,0,42.95,4295000
